id,client_id,departure_id,arrival_id,dep_time,estimate_arr_time,price
63,404,90,56,2018-08-25 07:14:00,2018-08-25 07:34:00,9.21
64,2574,32,21,2018-08-25 07:49:00,2018-08-25 08:40:00,22.09
65,344,53,109,2018-08-25 07:33:00,2018-08-25 07:55:00,11.04
66,142,135,34,2018-08-25 07:30:00,2018-08-25 07:31:00,2.0
67,2144,105,123,2018-08-25 07:52:00,2018-08-25 08:37:00,16.63
68,1118,80,21,2018-08-25 07:48:00,2018-08-25 08:00:00,2.0
69,1228,81,144,2018-08-25 07:03:00,2018-08-25 07:28:00,12.34
70,470,90,166,2018-08-25 07:15:00,2018-08-25 07:40:00,13.52
71,198,18,76,2018-08-25 07:30:00,2018-08-25 08:21:00,24.0
72,1544,27,98,2018-08-25 07:40:00,2018-08-25 08:02:00,6.93
73,2714,53,23,2018-08-25 07:07:00,2018-08-25 07:27:00,10.15
74,2552,115,156,2018-08-25 07:15:00,2018-08-25 07:23:00,2.81
75,1187,71,13,2018-08-25 07:59:00,2018-08-25 08:05:00,2.67
76,854,166,33,2018-08-25 07:10:00,2018-08-25 07:29:00,9.59
77,2486,142,36,2018-08-25 07:07:00,2018-08-25 07:24:00,9.02
78,2007,18,139,2018-08-25 07:05:00,2018-08-25 07:12:00,3.4
79,2407,90,32,2018-08-25 07:29:00,2018-08-25 07:47:00,4.56
80,2868,32,150,2018-08-25 07:25:00,2018-08-25 07:26:00,2.0
81,2194,135,83,2018-08-25 07:24:00,2018-08-25 07:33:00,4.44
82,1558,61,159,2018-08-25 07:41:00,2018-08-25 08:01:00,3.99
83,2693,2,107,2018-08-25 07:35:00,2018-08-25 08:26:00,9.18
84,978,125,44,2018-08-25 07:33:00,2018-08-25 07:34:00,2.0
85,504,7,73,2018-08-25 07:45:00,2018-08-25 08:15:00,4.13
86,456,95,3,2018-08-25 07:52:00,2018-08-25 08:03:00,3.58
87,1763,65,32,2018-08-25 07:30:00,2018-08-25 08:22:00,31.42
88,1456,11,29,2018-08-25 07:49:00,2018-08-25 08:30:00,18.58
89,1163,155,58,2018-08-25 07:30:00,2018-08-25 07:47:00,5.27
90,2559,50,98,2018-08-25 07:31:00,2018-08-25 08:14:00,20.24
91,1752,86,146,2018-08-25 07:55:00,2018-08-25 08:36:00,19.51
92,2223,97,89,2018-08-25 07:52:00,2018-08-25 08:27:00,15.87
93,2597,108,41,2018-08-25 07:23:00,2018-08-25 07:30:00,3.72
94,990,133,70,2018-08-25 07:36:00,2018-08-25 07:58:00,12.49
95,700,24,83,2018-08-25 07:27:00,2018-08-25 08:20:00,29.9
96,1546,153,76,2018-08-25 07:24:00,2018-08-25 07:28:00,2.0
97,1769,45,151,2018-08-25 07:37:00,2018-08-25 07:38:00,2.0
98,2608,22,107,2018-08-25 07:08:00,2018-08-25 08:05:00,23.03
99,1751,8,107,2018-08-25 07:40:00,2018-08-25 08:02:00,13.64
100,899,119,138,2018-08-25 07:33:00,2018-08-25 08:18:00,27.8
101,120,147,69,2018-08-25 07:38:00,2018-08-25 07:42:00,2.17
102,1115,111,39,2018-08-25 07:44:00,2018-08-25 07:50:00,3.49
103,1324,41,30,2018-08-25 07:03:00,2018-08-25 07:24:00,7.3
104,1337,1,73,2018-08-25 07:06:00,2018-08-25 07:54:00,29.69
105,494,165,138,2018-08-25 07:45:00,2018-08-25 08:24:00,12.22
106,2999,26,82,2018-08-25 07:45:00,2018-08-25 08:31:00,16.44
107,415,134,137,2018-08-25 07:22:00,2018-08-25 07:25:00,2.0
108,2298,55,13,2018-08-25 07:47:00,2018-08-25 07:55:00,3.45
109,408,59,161,2018-08-25 07:10:00,2018-08-25 07:25:00,4.31
110,1142,164,149,2018-08-25 07:27:00,2018-08-25 07:47:00,4.87
111,290,56,81,2018-08-25 07:00:00,2018-08-25 07:32:00,10.85
112,2850,155,29,2018-08-25 07:06:00,2018-08-25 07:18:00,6.45
113,1124,72,51,2018-08-25 07:26:00,2018-08-25 07:33:00,4.2
114,2528,52,147,2018-08-25 07:14:00,2018-08-25 07:44:00,17.73
115,2158,141,167,2018-08-25 07:42:00,2018-08-25 08:15:00,17.25
116,77,71,167,2018-08-25 07:34:00,2018-08-25 08:07:00,15.63
117,1316,117,132,2018-08-25 07:54:00,2018-08-25 08:54:00,9.2
118,1830,60,112,2018-08-25 07:16:00,2018-08-25 07:57:00,15.59
119,1431,172,168,2018-08-25 07:26:00,2018-08-25 08:20:00,30.4
120,2053,124,21,2018-08-25 07:19:00,2018-08-25 07:32:00,6.07
121,2079,126,52,2018-08-25 07:50:00,2018-08-25 08:17:00,13.12
122,932,11,161,2018-08-25 07:48:00,2018-08-25 08:32:00,23.09
123,2755,34,112,2018-08-25 07:01:00,2018-08-25 07:51:00,13.39
124,1201,38,46,2018-08-25 07:22:00,2018-08-25 07:32:00,4.92
125,1387,101,27,2018-08-25 07:32:00,2018-08-25 07:41:00,5.47
126,1942,65,25,2018-08-25 07:32:00,2018-08-25 07:35:00,2.0
127,974,160,58,2018-08-25 08:40:00,2018-08-25 09:33:00,29.77
128,483,27,168,2018-08-25 08:54:00,2018-08-25 09:52:00,34.36
129,498,79,114,2018-08-25 08:07:00,2018-08-25 08:54:00,18.02
130,2301,158,118,2018-08-25 08:08:00,2018-08-25 08:55:00,26.87
131,340,92,158,2018-08-25 08:22:00,2018-08-25 08:36:00,8.5
132,2004,1,27,2018-08-25 08:19:00,2018-08-25 08:32:00,5.42
133,255,132,71,2018-08-25 08:21:00,2018-08-25 08:40:00,10.02
134,1966,42,165,2018-08-25 08:15:00,2018-08-25 08:33:00,7.51
135,2093,93,72,2018-08-25 08:31:00,2018-08-25 09:12:00,17.14
136,43,115,96,2018-08-25 08:02:00,2018-08-25 08:44:00,12.69
137,1281,120,15,2018-08-25 08:13:00,2018-08-25 08:52:00,24.31
138,1899,35,144,2018-08-25 08:40:00,2018-08-25 09:31:00,30.59
139,801,118,125,2018-08-25 08:39:00,2018-08-25 08:58:00,2.56
140,1483,152,95,2018-08-25 08:18:00,2018-08-25 09:15:00,27.65
141,2743,14,32,2018-08-25 08:39:00,2018-08-25 08:48:00,4.79
142,126,135,40,2018-08-25 08:21:00,2018-08-25 09:15:00,30.17
143,904,59,116,2018-08-25 08:42:00,2018-08-25 09:28:00,13.14
144,528,136,5,2018-08-25 08:36:00,2018-08-25 09:24:00,20.76
145,2193,139,126,2018-08-25 08:47:00,2018-08-25 08:52:00,2.07
146,1886,14,107,2018-08-25 08:57:00,2018-08-25 09:12:00,3.56
147,2272,163,23,2018-08-25 08:27:00,2018-08-25 08:54:00,14.51
148,2687,82,2,2018-08-25 08:53:00,2018-08-25 09:25:00,17.52
149,1900,161,159,2018-08-25 08:00:00,2018-08-25 08:35:00,21.49
150,1847,78,134,2018-08-25 08:50:00,2018-08-25 09:10:00,9.05
151,247,118,78,2018-08-25 08:07:00,2018-08-25 08:33:00,10.43
152,2322,116,115,2018-08-25 08:02:00,2018-08-25 08:16:00,6.26
153,1534,47,142,2018-08-25 08:55:00,2018-08-25 09:23:00,13.79
154,1402,12,153,2018-08-25 08:29:00,2018-08-25 08:32:00,2.0
155,2793,9,107,2018-08-25 08:01:00,2018-08-25 08:09:00,4.01
156,1385,110,82,2018-08-25 08:52:00,2018-08-25 09:46:00,28.57
157,804,101,117,2018-08-25 08:16:00,2018-08-25 08:53:00,18.95
158,147,39,103,2018-08-25 08:13:00,2018-08-25 08:50:00,4.54
159,645,111,28,2018-08-25 08:19:00,2018-08-25 08:54:00,4.44
160,615,117,162,2018-08-25 08:21:00,2018-08-25 09:00:00,20.32
161,1359,119,28,2018-08-25 08:57:00,2018-08-25 09:09:00,3.76
162,457,143,54,2018-08-25 08:38:00,2018-08-25 09:33:00,25.11
163,2925,173,142,2018-08-25 08:53:00,2018-08-25 08:57:00,2.0
164,2636,49,126,2018-08-25 08:34:00,2018-08-25 09:10:00,8.43
165,229,101,7,2018-08-25 08:05:00,2018-08-25 09:03:00,27.51
166,1273,80,102,2018-08-25 08:16:00,2018-08-25 09:00:00,13.37
167,23,99,24,2018-08-25 08:25:00,2018-08-25 09:23:00,32.06
168,241,20,124,2018-08-25 08:52:00,2018-08-25 08:59:00,3.34
169,2332,1,70,2018-08-25 08:41:00,2018-08-25 08:48:00,2.73
170,248,87,101,2018-08-25 08:25:00,2018-08-25 08:55:00,12.93
171,900,126,21,2018-08-25 08:03:00,2018-08-25 08:56:00,18.89
172,145,69,95,2018-08-25 08:51:00,2018-08-25 09:29:00,21.57
173,2052,125,121,2018-08-25 08:01:00,2018-08-25 08:52:00,14.53
174,2715,46,52,2018-08-25 08:24:00,2018-08-25 09:20:00,15.5
175,718,114,137,2018-08-25 08:23:00,2018-08-25 08:56:00,5.23
176,1828,166,15,2018-08-25 08:58:00,2018-08-25 09:52:00,23.93
177,201,57,137,2018-08-25 08:40:00,2018-08-25 09:07:00,2.78
178,620,144,74,2018-08-25 08:48:00,2018-08-25 09:13:00,6.11
179,2047,49,50,2018-08-25 08:59:00,2018-08-25 09:06:00,3.41
180,2715,110,11,2018-08-25 08:52:00,2018-08-25 09:31:00,16.63
181,583,112,82,2018-08-25 08:30:00,2018-08-25 08:35:00,3.0
182,2542,55,24,2018-08-25 08:54:00,2018-08-25 09:42:00,18.6
183,901,128,93,2018-08-25 08:06:00,2018-08-25 08:59:00,32.86
184,1851,26,170,2018-08-25 08:24:00,2018-08-25 09:18:00,24.07
185,1063,28,22,2018-08-25 08:45:00,2018-08-25 09:32:00,20.61
186,882,160,97,2018-08-25 08:05:00,2018-08-25 09:04:00,14.66
187,317,102,117,2018-08-25 08:24:00,2018-08-25 08:51:00,13.99
188,1526,169,2,2018-08-25 08:27:00,2018-08-25 09:14:00,12.87
189,371,13,21,2018-08-25 08:16:00,2018-08-25 08:55:00,21.47
190,1873,24,67,2018-08-25 08:57:00,2018-08-25 09:08:00,6.33
191,1139,141,66,2018-08-25 08:21:00,2018-08-25 08:43:00,8.87
192,658,137,87,2018-08-25 08:28:00,2018-08-25 09:11:00,19.8
193,897,79,117,2018-08-25 08:07:00,2018-08-25 08:59:00,16.59
194,928,26,68,2018-08-25 08:03:00,2018-08-25 08:33:00,8.03
195,585,153,47,2018-08-25 08:43:00,2018-08-25 09:04:00,12.18
196,84,76,70,2018-08-25 08:58:00,2018-08-25 09:44:00,27.37
197,273,1,22,2018-08-25 08:21:00,2018-08-25 09:18:00,31.53
198,449,4,6,2018-08-25 08:45:00,2018-08-25 09:38:00,15.97
199,2874,167,91,2018-08-25 08:26:00,2018-08-25 09:10:00,13.51
200,2613,73,88,2018-08-25 08:11:00,2018-08-25 09:03:00,24.02
201,618,168,106,2018-08-25 08:17:00,2018-08-25 09:07:00,24.59
202,2230,93,171,2018-08-25 08:16:00,2018-08-25 08:17:00,2.0
203,1455,43,50,2018-08-25 08:03:00,2018-08-25 08:21:00,10.76
204,2867,134,47,2018-08-25 08:08:00,2018-08-25 08:55:00,20.96
205,1388,46,35,2018-08-25 08:27:00,2018-08-25 08:46:00,7.3
206,2261,99,62,2018-08-25 08:20:00,2018-08-25 08:48:00,8.0
207,413,164,5,2018-08-25 09:01:00,2018-08-25 09:23:00,11.83
208,1922,137,100,2018-08-25 09:41:00,2018-08-25 10:08:00,16.78
209,1768,90,8,2018-08-25 09:03:00,2018-08-25 09:44:00,25.58
210,1511,36,9,2018-08-25 09:23:00,2018-08-25 10:18:00,10.99
211,2163,77,93,2018-08-25 09:16:00,2018-08-25 10:00:00,20.24
212,252,97,9,2018-08-25 09:01:00,2018-08-25 09:59:00,23.17
213,726,43,96,2018-08-25 09:46:00,2018-08-25 10:00:00,2.83
214,2350,139,12,2018-08-25 09:51:00,2018-08-25 10:31:00,17.46
215,434,101,100,2018-08-25 09:12:00,2018-08-25 09:51:00,13.26
216,2771,6,157,2018-08-25 09:36:00,2018-08-25 10:06:00,16.52
217,2797,146,77,2018-08-25 09:23:00,2018-08-25 09:35:00,2.0
218,317,137,102,2018-08-25 09:32:00,2018-08-25 10:00:00,3.25
219,941,141,25,2018-08-25 09:55:00,2018-08-25 10:14:00,9.26
220,23,54,123,2018-08-25 09:35:00,2018-08-25 10:33:00,29.65
221,1848,134,122,2018-08-25 09:24:00,2018-08-25 09:50:00,11.4
222,1784,80,148,2018-08-25 09:55:00,2018-08-25 10:27:00,14.32
223,213,4,12,2018-08-25 09:26:00,2018-08-25 10:22:00,29.38
224,1973,14,95,2018-08-25 09:24:00,2018-08-25 10:23:00,32.25
225,1871,48,68,2018-08-25 09:31:00,2018-08-25 09:55:00,4.86
226,1869,104,121,2018-08-25 09:50:00,2018-08-25 10:00:00,5.43
227,1352,122,77,2018-08-25 09:19:00,2018-08-25 09:37:00,8.84
228,2908,22,151,2018-08-25 10:04:00,2018-08-25 10:15:00,2.0
229,45,121,58,2018-08-25 10:24:00,2018-08-25 11:12:00,17.06
230,2189,22,140,2018-08-25 10:28:00,2018-08-25 10:47:00,2.65
231,1666,167,42,2018-08-25 10:21:00,2018-08-25 10:46:00,11.83
232,1133,71,155,2018-08-25 10:59:00,2018-08-25 11:57:00,24.41
233,773,65,74,2018-08-25 10:27:00,2018-08-25 10:46:00,9.03
234,1391,158,45,2018-08-25 10:22:00,2018-08-25 10:33:00,5.4
235,2153,3,11,2018-08-25 10:26:00,2018-08-25 11:25:00,13.46
236,2974,49,18,2018-08-25 10:36:00,2018-08-25 11:10:00,5.82
237,1165,24,121,2018-08-25 10:19:00,2018-08-25 11:07:00,12.57
238,740,65,103,2018-08-25 10:20:00,2018-08-25 11:01:00,23.24
239,224,98,32,2018-08-25 10:04:00,2018-08-25 10:37:00,10.82
240,705,75,87,2018-08-25 10:12:00,2018-08-25 10:26:00,7.69
241,2495,5,37,2018-08-25 10:29:00,2018-08-25 11:29:00,18.19
242,1302,15,86,2018-08-25 10:28:00,2018-08-25 10:37:00,3.9
243,1108,168,128,2018-08-25 10:18:00,2018-08-25 10:27:00,3.75
244,1662,122,114,2018-08-25 10:51:00,2018-08-25 11:15:00,14.27
245,926,82,90,2018-08-25 10:15:00,2018-08-25 10:25:00,4.12
246,931,114,137,2018-08-25 10:35:00,2018-08-25 11:16:00,24.01
247,299,172,76,2018-08-25 10:14:00,2018-08-25 10:59:00,27.02
248,1301,23,72,2018-08-25 10:43:00,2018-08-25 10:55:00,5.61
249,1857,18,91,2018-08-25 10:30:00,2018-08-25 10:34:00,2.0
250,2380,5,58,2018-08-25 10:20:00,2018-08-25 11:14:00,24.86
251,2762,47,86,2018-08-25 10:54:00,2018-08-25 11:25:00,15.3
252,2186,106,58,2018-08-25 10:30:00,2018-08-25 11:09:00,20.9
253,2326,118,82,2018-08-25 10:40:00,2018-08-25 11:17:00,20.46
254,753,160,15,2018-08-25 10:28:00,2018-08-25 10:43:00,7.08
255,1628,77,5,2018-08-25 10:14:00,2018-08-25 10:56:00,10.58
256,2686,126,92,2018-08-25 10:38:00,2018-08-25 11:38:00,35.2
257,2423,144,47,2018-08-25 10:41:00,2018-08-25 10:52:00,5.87
258,1413,141,171,2018-08-25 10:32:00,2018-08-25 10:49:00,10.49
259,707,51,79,2018-08-25 10:54:00,2018-08-25 11:27:00,15.2
260,27,67,96,2018-08-25 10:38:00,2018-08-25 11:20:00,21.43
261,911,45,83,2018-08-25 10:42:00,2018-08-25 11:31:00,21.64
262,2891,95,158,2018-08-25 10:51:00,2018-08-25 11:10:00,10.83
263,2734,96,41,2018-08-25 10:09:00,2018-08-25 10:17:00,3.9
264,1844,165,92,2018-08-25 10:58:00,2018-08-25 11:34:00,6.93
265,2836,140,74,2018-08-25 10:50:00,2018-08-25 11:40:00,25.66
266,839,160,85,2018-08-25 11:46:00,2018-08-25 12:40:00,18.57
267,685,162,36,2018-08-25 11:20:00,2018-08-25 12:11:00,25.19
268,2141,84,122,2018-08-25 11:32:00,2018-08-25 12:02:00,13.65
269,276,156,112,2018-08-25 11:57:00,2018-08-25 12:52:00,25.29
270,2446,100,43,2018-08-25 11:56:00,2018-08-25 12:50:00,5.97
271,1165,34,11,2018-08-25 11:29:00,2018-08-25 12:04:00,18.64
272,2700,2,75,2018-08-25 11:19:00,2018-08-25 11:37:00,10.04
273,2554,9,78,2018-08-25 11:45:00,2018-08-25 12:22:00,11.33
274,2603,59,132,2018-08-25 11:55:00,2018-08-25 12:36:00,18.42
275,2520,157,52,2018-08-25 11:22:00,2018-08-25 12:18:00,22.1
276,2337,56,107,2018-08-25 11:55:00,2018-08-25 12:30:00,17.05
277,2766,36,96,2018-08-25 11:30:00,2018-08-25 12:14:00,9.74
278,2091,54,25,2018-08-25 11:22:00,2018-08-25 12:16:00,18.55
279,2120,142,25,2018-08-25 11:28:00,2018-08-25 12:13:00,23.88
280,1155,88,76,2018-08-25 11:07:00,2018-08-25 11:39:00,17.87
281,1495,117,172,2018-08-25 11:55:00,2018-08-25 11:56:00,2.0
282,851,102,118,2018-08-25 11:13:00,2018-08-25 11:35:00,5.88
283,225,57,17,2018-08-25 11:32:00,2018-08-25 12:30:00,33.32
284,303,88,84,2018-08-25 11:11:00,2018-08-25 11:17:00,2.76
285,2112,137,152,2018-08-25 11:59:00,2018-08-25 12:21:00,11.92
286,2207,164,19,2018-08-25 11:37:00,2018-08-25 12:18:00,16.58
287,1165,20,83,2018-08-25 11:58:00,2018-08-25 12:32:00,8.83
288,800,32,66,2018-08-25 11:09:00,2018-08-25 11:56:00,17.88
289,2403,35,86,2018-08-25 11:44:00,2018-08-25 11:56:00,2.7
290,2864,168,3,2018-08-25 11:46:00,2018-08-25 11:56:00,6.12
291,2426,149,156,2018-08-25 11:53:00,2018-08-25 11:55:00,2.0
292,2063,29,63,2018-08-25 11:14:00,2018-08-25 11:50:00,8.22
293,1350,48,63,2018-08-25 11:14:00,2018-08-25 11:22:00,3.8
294,2206,173,21,2018-08-25 11:55:00,2018-08-25 12:47:00,21.92
295,426,123,121,2018-08-25 11:01:00,2018-08-25 11:30:00,4.61
296,1857,102,107,2018-08-25 11:59:00,2018-08-25 12:51:00,21.36
297,2779,69,128,2018-08-25 11:28:00,2018-08-25 12:12:00,15.78
298,2318,128,139,2018-08-25 11:56:00,2018-08-25 12:04:00,3.31
299,2931,78,49,2018-08-25 11:02:00,2018-08-25 11:28:00,6.22
300,913,9,24,2018-08-25 11:09:00,2018-08-25 11:52:00,19.84
301,681,62,106,2018-08-25 11:29:00,2018-08-25 12:17:00,9.94
302,2466,113,61,2018-08-25 11:19:00,2018-08-25 11:21:00,2.0
303,1318,25,91,2018-08-25 12:27:00,2018-08-25 13:17:00,18.95
304,1997,107,148,2018-08-25 12:14:00,2018-08-25 12:31:00,10.18
305,1722,48,13,2018-08-25 12:56:00,2018-08-25 13:30:00,16.71
306,2405,14,36,2018-08-25 12:15:00,2018-08-25 12:46:00,16.26
307,20,45,75,2018-08-25 12:11:00,2018-08-25 12:38:00,12.98
308,1445,64,14,2018-08-25 12:01:00,2018-08-25 12:32:00,9.26
309,1897,117,91,2018-08-25 12:47:00,2018-08-25 13:27:00,24.97
310,2929,160,24,2018-08-25 12:39:00,2018-08-25 12:44:00,2.91
311,2294,149,82,2018-08-25 12:51:00,2018-08-25 12:54:00,2.0
312,585,61,154,2018-08-25 12:46:00,2018-08-25 12:50:00,2.0
313,2709,70,36,2018-08-25 12:03:00,2018-08-25 12:10:00,3.16
314,1106,97,88,2018-08-25 12:48:00,2018-08-25 12:49:00,2.0
315,1258,142,129,2018-08-25 12:36:00,2018-08-25 12:52:00,4.34
316,2108,162,65,2018-08-25 12:12:00,2018-08-25 13:06:00,27.9
317,319,93,87,2018-08-25 12:22:00,2018-08-25 13:03:00,18.72
318,1237,96,16,2018-08-25 12:34:00,2018-08-25 12:51:00,8.1
319,747,98,28,2018-08-25 12:46:00,2018-08-25 13:44:00,28.34
320,656,156,85,2018-08-25 12:17:00,2018-08-25 13:03:00,9.51
321,1986,56,12,2018-08-25 12:33:00,2018-08-25 12:34:00,2.0
322,2607,132,137,2018-08-25 12:14:00,2018-08-25 12:52:00,19.11
323,686,110,26,2018-08-25 12:51:00,2018-08-25 13:25:00,11.56
324,160,35,84,2018-08-25 12:12:00,2018-08-25 13:07:00,25.29
325,509,67,30,2018-08-25 12:23:00,2018-08-25 13:18:00,30.08
326,2872,32,55,2018-08-25 12:41:00,2018-08-25 12:50:00,3.99
327,789,111,135,2018-08-25 12:57:00,2018-08-25 13:29:00,18.45
328,400,27,153,2018-08-25 12:18:00,2018-08-25 12:33:00,8.22
329,1675,154,73,2018-08-25 12:19:00,2018-08-25 13:09:00,8.18
330,874,48,149,2018-08-25 12:54:00,2018-08-25 13:15:00,8.05
331,1083,70,123,2018-08-25 12:38:00,2018-08-25 13:32:00,21.2
332,2160,28,143,2018-08-25 12:31:00,2018-08-25 12:55:00,13.53
333,1848,160,40,2018-08-25 12:10:00,2018-08-25 12:46:00,17.8
334,2648,92,148,2018-08-25 12:55:00,2018-08-25 13:34:00,16.69
335,201,156,10,2018-08-25 12:19:00,2018-08-25 12:54:00,17.16
336,1071,95,31,2018-08-25 12:29:00,2018-08-25 12:55:00,6.94
337,2727,54,125,2018-08-25 12:35:00,2018-08-25 12:57:00,13.02
338,2047,89,19,2018-08-25 12:12:00,2018-08-25 13:01:00,14.67
339,952,43,61,2018-08-25 12:58:00,2018-08-25 13:32:00,18.77
340,1051,109,139,2018-08-25 12:31:00,2018-08-25 13:04:00,15.41
341,2973,47,160,2018-08-25 12:54:00,2018-08-25 13:19:00,11.19
342,1052,132,119,2018-08-25 12:49:00,2018-08-25 13:24:00,18.23
343,927,53,168,2018-08-25 12:23:00,2018-08-25 12:51:00,3.09
344,1017,157,92,2018-08-25 12:57:00,2018-08-25 13:18:00,8.49
345,557,113,41,2018-08-25 12:02:00,2018-08-25 12:19:00,8.79
346,2185,153,41,2018-08-25 12:13:00,2018-08-25 12:23:00,5.42
347,244,40,130,2018-08-25 12:01:00,2018-08-25 12:35:00,16.94
348,1549,155,50,2018-08-25 12:23:00,2018-08-25 12:38:00,3.58
349,1919,59,141,2018-08-25 12:40:00,2018-08-25 13:32:00,22.81
350,1656,52,86,2018-08-25 12:26:00,2018-08-25 12:38:00,3.45
351,928,131,94,2018-08-25 12:22:00,2018-08-25 12:43:00,11.08
352,1340,105,25,2018-08-25 12:34:00,2018-08-25 13:11:00,9.4
353,2172,78,13,2018-08-25 12:55:00,2018-08-25 13:21:00,12.07
354,1678,137,94,2018-08-25 12:19:00,2018-08-25 13:07:00,19.99
355,1921,142,101,2018-08-25 12:49:00,2018-08-25 13:05:00,7.24
356,2702,66,29,2018-08-25 12:57:00,2018-08-25 13:26:00,12.86
357,17,172,86,2018-08-25 12:12:00,2018-08-25 13:01:00,24.38
358,1152,171,17,2018-08-25 12:01:00,2018-08-25 12:46:00,16.2
359,2807,79,26,2018-08-25 12:27:00,2018-08-25 13:21:00,8.18
360,2943,149,104,2018-08-25 12:00:00,2018-08-25 12:44:00,26.54
361,931,8,81,2018-08-25 12:33:00,2018-08-25 13:04:00,5.38
362,2990,31,23,2018-08-25 12:53:00,2018-08-25 13:52:00,22.43
363,1876,136,154,2018-08-25 12:03:00,2018-08-25 13:02:00,28.73
364,2176,144,140,2018-08-25 12:05:00,2018-08-25 12:09:00,2.0
365,172,41,78,2018-08-25 12:29:00,2018-08-25 13:20:00,23.23
366,1271,24,169,2018-08-25 12:13:00,2018-08-25 12:28:00,8.2
367,634,71,3,2018-08-25 12:44:00,2018-08-25 12:50:00,2.0
368,279,56,124,2018-08-25 12:28:00,2018-08-25 13:27:00,25.42
369,2591,41,118,2018-08-25 12:58:00,2018-08-25 13:25:00,11.32
370,308,98,53,2018-08-25 12:22:00,2018-08-25 12:35:00,8.04
371,689,23,15,2018-08-25 12:43:00,2018-08-25 13:01:00,7.66
372,43,2,58,2018-08-25 12:48:00,2018-08-25 13:35:00,28.37
373,1263,68,121,2018-08-25 12:22:00,2018-08-25 12:51:00,8.66
374,2466,159,11,2018-08-25 12:03:00,2018-08-25 12:21:00,8.88
375,2033,130,12,2018-08-25 12:01:00,2018-08-25 12:39:00,17.1
376,1462,36,81,2018-08-25 12:21:00,2018-08-25 13:05:00,26.68
377,57,96,20,2018-08-25 12:33:00,2018-08-25 13:24:00,28.4
378,1641,170,88,2018-08-25 12:22:00,2018-08-25 12:25:00,2.0
379,1340,2,20,2018-08-25 12:28:00,2018-08-25 13:03:00,12.63
380,683,93,165,2018-08-25 12:47:00,2018-08-25 13:11:00,7.68
381,2978,128,148,2018-08-25 12:39:00,2018-08-25 12:59:00,5.32
382,792,120,81,2018-08-25 12:13:00,2018-08-25 12:46:00,11.4
383,2659,102,44,2018-08-25 12:45:00,2018-08-25 13:18:00,7.19
384,1524,5,112,2018-08-25 12:02:00,2018-08-25 12:09:00,3.51
385,2070,90,52,2018-08-25 12:09:00,2018-08-25 13:02:00,30.3
386,2866,11,31,2018-08-25 12:21:00,2018-08-25 12:54:00,18.49
387,648,157,88,2018-08-25 12:01:00,2018-08-25 12:29:00,15.51
388,1747,94,89,2018-08-25 12:51:00,2018-08-25 13:08:00,8.32
389,508,147,169,2018-08-25 12:04:00,2018-08-25 12:57:00,27.35
390,193,166,157,2018-08-25 12:54:00,2018-08-25 13:22:00,13.4
391,530,159,116,2018-08-25 12:57:00,2018-08-25 13:10:00,6.84
392,790,21,158,2018-08-25 12:05:00,2018-08-25 12:29:00,13.06
393,2759,98,69,2018-08-25 12:43:00,2018-08-25 13:35:00,27.91
394,1867,133,154,2018-08-25 12:34:00,2018-08-25 13:17:00,18.42
395,1413,142,164,2018-08-25 12:55:00,2018-08-25 13:39:00,23.27
396,252,163,50,2018-08-25 12:01:00,2018-08-25 12:21:00,6.47
397,2191,67,26,2018-08-25 12:39:00,2018-08-25 12:48:00,5.21
398,2436,56,66,2018-08-25 12:10:00,2018-08-25 13:05:00,25.83
399,2986,21,138,2018-08-25 12:18:00,2018-08-25 12:34:00,8.17
400,729,67,45,2018-08-25 12:09:00,2018-08-25 12:46:00,11.92
401,2404,90,64,2018-08-25 12:22:00,2018-08-25 13:15:00,25.91
402,2600,34,157,2018-08-25 12:11:00,2018-08-25 13:10:00,14.37
403,616,144,3,2018-08-25 12:33:00,2018-08-25 13:21:00,27.83
404,2307,90,126,2018-08-25 12:24:00,2018-08-25 12:25:00,2.0
405,2403,19,145,2018-08-25 12:00:00,2018-08-25 12:22:00,2.99
406,1172,53,48,2018-08-25 12:03:00,2018-08-25 12:17:00,7.13
407,2946,13,11,2018-08-25 12:56:00,2018-08-25 13:43:00,12.22
408,1213,106,119,2018-08-25 12:50:00,2018-08-25 13:27:00,11.91
409,623,99,112,2018-08-25 12:42:00,2018-08-25 13:31:00,23.93
410,1877,68,116,2018-08-25 12:01:00,2018-08-25 12:23:00,10.72
411,694,121,153,2018-08-25 12:54:00,2018-08-25 13:52:00,18.68
412,547,143,158,2018-08-25 12:14:00,2018-08-25 13:04:00,28.1
413,2418,30,168,2018-08-25 12:28:00,2018-08-25 13:18:00,20.26
414,1261,30,14,2018-08-25 12:08:00,2018-08-25 12:53:00,8.46
415,2159,16,82,2018-08-25 12:44:00,2018-08-25 12:54:00,2.36
416,1379,158,43,2018-08-25 12:17:00,2018-08-25 13:17:00,32.51
417,1950,109,144,2018-08-25 12:04:00,2018-08-25 12:25:00,12.82
418,2828,67,96,2018-08-25 12:08:00,2018-08-25 12:54:00,18.03
419,2197,59,56,2018-08-25 12:55:00,2018-08-25 13:44:00,21.92
420,2908,40,100,2018-08-25 12:26:00,2018-08-25 12:45:00,8.47
421,57,104,24,2018-08-25 12:24:00,2018-08-25 12:26:00,2.0
422,2976,121,162,2018-08-25 12:57:00,2018-08-25 13:32:00,15.8
423,1850,41,124,2018-08-25 12:20:00,2018-08-25 12:52:00,16.59
